Date,Open,High,Low,Close
2010-06-03,9379.15,9383.95,9376.8,9376.8
2010-06-04,9453.1,9458.4,9451.35,9457.15
2010-06-07,9294.4,9297.9,9289,9297.9
2010-06-08,9185.7,9194.6,9185.7,9194.6
2010-06-09,9250.55,9251.75,9247.75,9248.5
2010-06-10,9346,9346,9334.5,9339.4
2010-06-11,9450.8,9451.15,9443.75,9446.25
2010-06-14,9528.45,9530.35,9526.85,9527.05
2010-06-15,9550.95,9561.2,9550.95,9559.35
2010-06-16,9581.1,9581.1,9567.8,9568.1
2010-06-17,9605.1,9615.75,9604.75,9606.5
2010-06-18,9566.7,9572.2,9566.1,9566.1
2010-06-21,9749.35,9753,9746.35,9746.85
2010-06-22,9676.9,9676.9,9670.5,9670.5
2010-06-23,9734.1,9736.1,9731.15,9731.15
2010-06-24,9656.85,9656.85,9642.95,9649.2
2010-06-25,9438.85,9445.55,9434.05,9443.05
2010-06-28,9547.35,9548.6,9543.1,9547.25
2010-06-29,9366.65,9369.45,9365.9,9369.45
2010-06-30,9486.75,9486.75,9479.05,9479.05
2010-07-01,9351.1,9354.05,9346.65,9347.95
2010-07-02,9337.15,9345.7,9337.15,9343
2010-07-05,9384.15,9386.95,9380.8,9383.9
2010-07-06,9543.9,9543.9,9537.65,9539.1
2010-07-07,9446.35,9448.2,9443.7,9445.3
2010-07-08,9561.4,9562.9,9557.9,9560.1
2010-07-09,9719.1,9726.1,9719.1,9724.8
2010-07-12,9843.45,9843.45,9835.7,9835.7
2010-07-13,9938.35,9940.75,9935.2,9939.3
2010-07-14,9944.15,9946.75,9938.2,9938.65
2010-07-15,9939,9944.2,9936.2,9944.2
2010-07-16,10015.25,10015.45,10004.05,10004.05
2010-07-19,10041.1,10044.65,10038.85,10042.2
2010-07-20,9959.8,9959.85,9957.65,9958.35
2010-07-21,9976.25,9983.8,9976.25,9983.8
2010-07-22,10056.5,10057.5,10050.6,10053.1
2010-07-23,10099.8,10101.3,10088.15,10093.65
2010-07-26,10035.4,10035.4,10026,10026.85
2010-07-27,10082.2,10089.1,10080.3,10086.85
2010-07-28,10078.1,10078.1,10067.1,10069.25
2010-07-29,10179.5,10179.5,10172.35,10172.35
2010-07-30,10157.9,10158.7,10151.65,10151.65
2010-08-02,10428.35,10436.4,10428.25,10436.4
2010-08-03,10494,10497.4,10494,10494.85
2010-08-04,10489.9,10490.65,10483.9,10490.65
2010-08-05,10460.55,10469.5,10457.8,10469.5
2010-08-06,10397.05,10399.15,10392.2,10396.35
2010-08-09,10521.4,10522.5,10518,10518
2010-08-10,10527.05,10527.05,10522.65,10522.65
2010-08-11,10398.15,10398.15,10391.9,10392.35
2010-08-12,10594.1,10597.95,10589.8,10597.95
2010-08-13,10733.5,10746.6,10733.5,10745.4
2010-08-16,10667.3,10671.3,10663.25,10668.4
2010-08-17,10798.55,10804.25,10793.9,10803.1
2010-08-18,10923.95,10931.65,10923.95,10926.05
2010-08-19,11106.95,11112.25,11106.95,11108.1
2010-08-20,11029.2,11030.6,11021.35,11021.35
2010-08-23,11084.6,11087.6,11074.6,11078.35
2010-08-24,11049.6,11049.6,11042,11042
2010-08-25,10932.15,10937.05,10929.95,10931.75
2010-08-26,10997.5,10997.5,10977.1,10977.1
2010-08-27,10707.9,10707.9,10697.95,10699.2
2010-08-30,10765.35,10767.2,10760.55,10765.2
2010-08-31,10742.3,10745.35,10737.25,10741.75
2010-09-01,10892.95,10895.55,10883.6,10895.55
2010-09-02,10970.5,10970.5,10962.3,10965.1
2010-09-03,10975.35,10975.35,10961.4,10961.4
2010-09-06,11208.6,11215.85,11206.05,11213.05
2010-09-07,11181.95,11181.95,11173.2,11173.2
2010-09-08,11192.95,11196,11190.15,11194.1
2010-09-09,11418.65,11424.05,11406.7,11409.85
2010-09-13,11860.35,11881.1,11860.35,11870.55
2010-09-14,11931.25,11933.85,11922.25,11925.2
2010-09-15,11999.05,12004.55,11997.3,12000.85
2010-09-16,12032.1,12045.65,12030.6,12045.65
2010-09-17,12128.5,12131.75,12124,12125.55
2010-09-20,12214.7,12218.15,12214,12215.05
2010-09-21,12240.1,12243.5,12235,12235.15
2010-09-22,12286.8,12286.8,12278.5,12284.1
2010-09-23,12122.75,12125.15,12118.05,12123.95
2010-09-24,12240.3,12241.85,12236.3,12236.3
2010-09-27,12238.4,12242.95,12235,12242.95
2010-09-28,12295.4,12295.4,12287,12290.25
2010-09-29,12222.95,12225.95,12222.8,12224.6
2010-09-30,12380.5,12380.7,12362,12365.15
2010-10-01,12569.35,12577.7,12568.75,12577.3
2010-10-04,12630.9,12634.95,12629.35,12629.35
2010-10-05,12587.9,12589.25,12574.25,12577.25
2010-10-06,12622.5,12626.6,12618.8,12626.6
2010-10-07,12524.35,12531.25,12522.8,12529.25
2010-10-08,12472.7,12474.7,12468.75,12470.75
2010-10-11,12510.55,12514.4,12509.05,12514.4
2010-10-12,12466.15,12472.5,12466.15,12471.4
2010-10-13,12748.45,12750.9,12736.25,12736.25
2010-10-14,12587.95,12595.15,12587.95,12589.1
2010-10-15,12349.5,12355.2,12339.25,12339.25
2010-10-18,12365.05,12370.85,12361.25,12365.75
2010-10-19,12226.05,12226.05,12217.4,12217.4
2010-10-20,12174.8,12174.8,12166.2,12170.75
2010-10-21,12414.1,12414.1,12402.05,12403.1
2010-10-22,12385.1,12385.1,12375.65,12375.65
2010-10-25,12429.65,12430.55,12423.35,12423.35
2010-10-26,12327.6,12327.6,12323.3,12323.5
2010-10-27,12174.45,12180.2,12171.7,12180.2
2010-10-28,12118.7,12132.3,12097.65,12132.3
2010-10-29,12333.35,12339.05,12329.15,12329.15
2010-11-01,12751.4,12754.8,12745.15,12745.35
2010-11-02,12772.1,12773.95,12767.85,12770.35
2010-11-03,12919.6,12919.6,12915.5,12915.95
2010-11-04,13198.7,13199.55,13192.55,13192.55
2010-11-08,13119.25,13119.25,13113.95,13115.7
2010-11-09,13133.6,13136.3,13130.8,13133.5
2010-11-10,13021.2,13021.4,13010.8,13010.8
2010-11-11,12847.1,12852.1,12841.9,12849.2
2010-11-12,12456.9,12457.4,12444.55,12444.55
2010-11-15,12729.05,12754.5,12729.05,12754.5
2010-11-16,12531.95,12541.9,12525.7,12525.7
2010-11-18,12326.65,12326.65,12322,12323.9
2010-11-19,12080.55,12080.95,12075.8,12078
2010-11-22,12393.15,12411.3,12386.85,12411.3
2010-11-23,12169.55,12177.8,12162.8,12162.8
2010-11-24,11828.85,11855.9,11828.85,11845.55
2010-11-25,11704.2,11737,11704.2,11732.3
2010-11-26,11670.15,11679.8,11670.15,11679.8
2010-11-29,11836.8,11845.95,11830.9,11845.95
2010-11-30,11963.85,11985.15,11963.85,11985.15
2010-12-01,12307.4,12308.4,12300.85,12304.35
2010-12-02,12463,12463,12453.35,12453.35
2010-12-03,12371.75,12383.45,12370.4,12383.45
2010-12-06,12015.7,12027.95,12011.5,12022.6
2010-12-07,11729.95,11736.2,11724.95,11724.95
2010-12-08,11470.4,11472.4,11467.85,11468
2010-12-09,11148.85,11153.6,11137.35,11141.5
2010-12-10,11467.85,11473.85,11464,11473.85
2010-12-13,11512.9,11514.3,11496.25,11496.25
2010-12-14,11521.65,11524.25,11517.15,11517.15
2010-12-15,11180.4,11183.4,11178.75,11181.25
2010-12-16,11382.3,11383.5,11377.75,11383.5
2010-12-20,11237.2,11245.85,11237.2,11245.85
2010-12-21,11527.5,11528.6,11523.8,11523.8
2010-12-22,11459.75,11465.7,11459.75,11465.7
2010-12-23,11463,11465.3,11457.95,11457.95
2010-12-24,11490.15,11494.45,11489.85,11491.2
2010-12-27,11476.3,11476.3,11459.9,11459.9
2010-12-28,11432.2,11436.75,11431.3,11433.55
2010-12-29,11620.3,11626.65,11618.45,11626.65
2010-12-30,11603.35,11606.4,11595.6,11595.6
2010-12-31,11768.9,11769.3,11760.65,11768.05
2011-01-03,11835.1,11835.1,11826.95,11829.5
2011-01-04,11560.8,11564.9,11557,11559.6
2011-01-05,11308.75,11308.75,11302.25,11305.15
2011-01-06,11172.75,11172.8,11164.75,11168.75
2011-01-07,11012.3,11019.95,11008.9,11019.95
2011-01-10,10683.6,10685.6,10671.9,10681.4
2011-01-11,10901.75,10932.3,10901.75,10914
2011-01-12,11120.2,11129.25,11120.2,11129.25
2011-01-13,10746.45,10750.1,10740.1,10740.55
2011-01-14,10440.15,10448.65,10433,10443.75
2011-01-17,10480,10489.75,10476.4,10489.75
2011-01-18,10633.85,10634.4,10628.3,10633.1
2011-01-19,10634.75,10636.95,10630.3,10634.45
2011-01-20,10804.55,10804.55,10794.1,10795.1
2011-01-21,10884.05,10890.75,10882.8,10890.75
2011-01-24,11145.3,11149.15,11142.45,11142.45
2011-01-25,10877.85,10879.35,10875.1,10879.05
2011-01-27,10682.9,10690.45,10680.2,10681.75
2011-01-28,10613.65,10618.15,10607.8,10607.8
2011-01-31,10628.4,10628.4,10627,10627
2011-02-01,10466.5,10470.75,10465.15,10466.4
2011-02-02,10454.35,10474.05,10448.9,10450.35
2011-02-03,10665.1,10665.1,10655.7,10655.7
2011-02-04,10420.55,10426.75,10418.3,10424.35
2011-02-07,10396.65,10398.65,10394.1,10395.8
2011-02-08,10132.8,10156.95,10132.8,10150.6
2011-02-09,10150.9,10160.4,10150.9,10158.5
2011-02-10,10071.2,10074.7,10065.95,10071.7
2011-02-11,10440.7,10450.8,10439.05,10447.8
2011-02-14,10811.25,10811.25,10803.45,10806.75
2011-02-15,10950.4,10959.1,10950.4,10959.1
2011-02-16,10981.2,10988.85,10981.2,10988.85
2011-02-17,11127.05,11134.9,11124,11134.9
2011-02-18,10959.4,10970,10959.4,10970
2011-02-21,11051.2,11055.85,11046.05,11055.85
2011-02-22,10833.1,10844.4,10833.1,10835.1
2011-02-23,10646.05,10651.45,10640.05,10645.75
2011-02-24,10247.35,10256.45,10246.85,10246.85
2011-02-25,10483,10493.3,10481.55,10493.3
2011-02-28,10428.4,10438.1,10428.4,10437
2011-03-01,10898.15,10901.1,10890.75,10901.1
2011-03-03,10908.85,10911.1,10905.8,10908.85
2011-03-04,10985.75,10989.65,10981.4,10981.4
2011-03-07,10784.2,10794.95,10784.2,10792.65
2011-03-08,10947.95,10947.95,10940.2,10940.2
2011-03-09,10944.8,10946.45,10941.65,10941.95
2011-03-10,10851.9,10857.05,10850.45,10855.65
2011-03-11,10742.5,10742.5,10732.35,10734.25
2011-03-14,10914.45,10916.5,10912.45,10915.45
2011-03-15,10745.7,10765.55,10745.7,10750.7
2011-03-16,10964,10967.05,10962.25,10967.05
2011-03-17,10862.2,10863.3,10853.1,10853.1
2011-03-18,10701.7,10707.65,10700.3,10707.65
2011-03-21,10741.95,10743.2,10739.95,10740.6
2011-03-22,10773.75,10774.55,10770.6,10770.6
2011-03-23,10956.85,10959.5,10955.55,10959.45
2011-03-24,11071.95,11072.45,11066.4,11070.25
2011-03-25,11359.25,11364.55,11354.25,11354.25
2011-03-28,11502,11513.9,11502,11512.45
2011-03-29,11570.75,11576.65,11569.3,11576.65
2011-03-30,11792.95,11801.65,11792.95,11795.3
2011-03-31,11721.35,11723.6,11705.5,11710.45
2011-04-01,11604.1,11607.2,11603.1,11603.95
2011-04-04,11809.05,11811,11804.95,11804.95
2011-04-05,11784.2,11784.2,11771.2,11771.2
2011-04-06,11711.55,11713,11704.8,11708.65
2011-04-07,11753.2,11754.05,11750.4,11752.85
2011-04-08,11676.75,11679.15,11674.05,11679.15
2011-04-11,11581.9,11585.05,11578.85,11580.65
2011-04-13,11850.5,11855,11847.95,11849.9
2011-04-15,11735.2,11735.2,11730.45,11734.8
2011-04-18,11561.05,11561.05,11555.75,11556.15
2011-04-19,11588.35,11594.25,11585.7,11591.65
2011-04-20,11807.7,11813.7,11802.4,11806.65
2011-04-21,11886.65,11887.15,11882.85,11886.95
2011-04-25,11867.85,11867.85,11863.05,11866.4
2011-04-26,11854.5,11854.5,11846.35,11847.65
2011-04-27,11787.1,11790.85,11786.4,11788.85
2011-04-28,11671.05,11685.15,11671.05,11685.15
2011-04-29,11474.6,11474.6,11461.75,11463.3
2011-05-02,11228.85,11234.15,11225.95,11229.9
2011-05-03,10906,10918.7,10905.05,10912.75
2011-05-04,10923.2,10933,10922.15,10927.8
2011-05-05,10679.05,10680.55,10677.3,10678.85
2011-05-06,11143.75,11144.6,11127.85,11130.6
2011-05-09,11070.6,11075.15,11060.9,11060.9
2011-05-10,11009.85,11019.15,11009.85,11016.1
2011-05-11,11071.45,11071.45,11058,11058
2011-05-12,10883.4,10883.4,10873.3,10874.25
2011-05-13,11060.75,11062.35,11057,11058
2011-05-16,10908,10909.95,10905,10906.55
2011-05-17,10670.65,10672.8,10663.9,10666.1
2011-05-18,10593.1,10597.1,10586.8,10597.1
2011-05-19,10569.75,10574.15,10569.75,10573.75
2011-05-20,10656.05,10657.25,10649.95,10657.25
2011-05-23,10347.45,10350.8,10340.5,10350.05
2011-05-24,10431.3,10439.05,10430.05,10437.8
2011-05-25,10366.65,10369.6,10358.75,10358.75
2011-05-26,10471.2,10474.55,10450.7,10454.15
2011-05-27,10722,10734.1,10722,10722.45
2011-05-30,10773.85,10779.05,10773.7,10773.7
2011-05-31,11004.05,11007.95,10994.25,10994.25
2011-06-01,11038.45,11039.75,11035.25,11039.75
2011-06-02,10847.85,10851.5,10842.65,10851.5
2011-06-03,10800.3,10808,10800.3,10807.85
2011-06-06,10864.5,10873.9,10862.9,10873.9
2011-06-07,10864.35,10864.35,10857.8,10861.35
2011-06-08,10796.15,10799,10791,10791
2011-06-09,10783.85,10788.75,10783.85,10785.35
2011-06-10,10709.3,10713.95,10697.25,10709.6
2011-06-13,10721.55,10733.25,10721.55,10733.25
2011-06-14,10805.4,10812.3,10804.15,10812.3
2011-06-15,10625.25,10633.95,10622.1,10633.95
2011-06-16,10578.95,10581.85,10574.2,10580.4
2011-06-17,10585.8,10586.25,10582.1,10585.8
2011-06-20,10496.65,10504.55,10496.55,10502.15
2011-06-21,10463.95,10469.6,10460,10469.6
2011-06-22,10474.7,10474.95,10469.9,10470.7
2011-06-23,10539.9,10542.35,10539.9,10542.35
2011-06-24,10848.3,10853.1,10844.85,10853.1
2011-06-27,11050.15,11055.75,11048.3,11054.5
2011-06-28,11037.4,11041.85,11035.25,11038.75
2011-06-29,11165.95,11170.35,11163.65,11170.35
2011-06-30,11232.2,11234.95,11214.6,11214.6
2011-07-01,11269.25,11269.25,11265.1,11265.5
2011-07-04,11372.85,11386.15,11372.85,11386.15
2011-07-05,11413.45,11413.75,11409.05,11409.05
2011-07-06,11276.55,11279.3,11271.85,11271.85
2011-07-07,11422.7,11427.25,11422.7,11424.6
2011-07-08,11283.8,11287.45,11278.4,11278.4
2011-07-11,11139.85,11141.35,11135.1,11137.35
2011-07-12,10997.9,10997.9,10989.85,10990.1
2011-07-13,11151.4,11156.4,11151.25,11155.35
2011-07-14,11246.1,11247.75,11235.4,11242.4
2011-07-15,11234.55,11239.55,11230.75,11239.55
2011-07-18,11216.95,11218,11215,11215.95
2011-07-19,11301.4,11306.25,11301.4,11304.25
2011-07-20,11143.4,11147.95,11142.4,11147.2
2011-07-21,11050.7,11052.55,11049.25,11051.05
2011-07-22,11300.45,11309.45,11295.5,11305.4
2011-07-25,11392.3,11401.5,11392.3,11401.5
2011-07-26,11107.95,11109,11104.8,11106.95
2011-07-27,10999.9,11004.65,10999.1,11000.6
2011-07-28,10841.3,10853.65,10839.75,10839.75
2011-07-29,10909.85,10909.85,10902.35,10904.65
2011-08-01,10908.75,10913.3,10904.95,10905.15
2011-08-02,10747.45,10759.45,10747.45,10759.45
2011-08-03,10671.3,10686.4,10671.3,10686.4
2011-08-04,10523.05,10524.15,10515.05,10515.15
2011-08-05,10379.3,10382.5,10377.2,10379.6
2011-08-08,10241.7,10242.45,10230.95,10230.95
2011-08-09,10216.9,10221.15,10215.9,10221.15
2011-08-10,10477.75,10487.7,10473.3,10487.7
2011-08-11,10329.15,10330.95,10323.5,10330.4
2011-08-12,10172.75,10175.15,10166.6,10169.75
2011-08-16,10075,10081.65,10071.9,10078.8
2011-08-17,9974.7,9979.45,9974.7,9979.45
2011-08-18,9585.8,9586.4,9577.35,9586.4
2011-08-19,9418.7,9422.7,9417,9420.5
2011-08-22,9414.05,9418.55,9412.15,9416.45
2011-08-23,9470.35,9476.05,9469.9,9476.05
2011-08-24,9294.75,9294.75,9280.85,9280.85
2011-08-25,9208.8,9224.8,9208.8,9223.4
2011-08-26,8970.45,8975.95,8967.6,8967.6
2011-08-29,9360.15,9369.6,9359.8,9368.25
2011-08-30,9565.3,9565.3,9554.6,9556.15
2011-09-02,9581.25,9586.2,9577.15,9586.2
2011-09-05,9623.85,9630.05,9622.15,9629.75
2011-09-06,9668.65,9674.9,9668.65,9674.9
2011-09-07,9846.2,9853.45,9839.35,9849.9
2011-09-08,9927.35,9940.25,9927.35,9933.4
2011-09-09,9650.4,9655.6,9647.9,9649.75
2011-09-12,9385.15,9390.4,9382.8,9382.8
2011-09-13,9344.75,9346.6,9342.25,9343.65
2011-09-14,9493.55,9500.25,9493.55,9500.25
2011-09-15,9696.2,9708.8,9696.2,9708.8
2011-09-16,9740.8,9743.7,9732.9,9732.9
2011-09-19,9580,9583.5,9577.4,9579.1
2011-09-20,9840.4,9848.65,9840.4,9845.3
2011-09-21,9916.6,9918.15,9904,9904.55
2011-09-22,9523.15,9526.1,9519.05,9526.1
2011-09-23,9367.55,9373.15,9366.9,9366.9
2011-09-26,9372.35,9375.85,9371.45,9371.45
2011-09-27,9636.75,9645.2,9632.4,9641.3
2011-09-28,9532.05,9536.9,9525.6,9533.15
2011-09-29,9650.75,9655.95,9649.55,9655.95
2011-09-30,9458.55,9461.85,9451.65,9461.85
2011-10-03,9203.35,9214.8,9202.05,9214.8
2011-10-04,8904.3,8916.75,8904.3,8916.75
2011-10-05,8690.6,8695.7,8689.75,8695
2011-10-07,9029.3,9034.9,9029.3,9032.55
2011-10-10,9186.9,9190.35,9184,9190.35
2011-10-11,9180.3,9183.65,9176.7,9176.7
2011-10-12,9514.2,9514.2,9506.25,9508.65
2011-10-13,9577.75,9577.75,9569.6,9570.7
2011-10-14,9659.15,9659.15,9652.55,9658.5
2011-10-17,9719.55,9719.55,9707.6,9716.6
2011-10-18,9623.9,9634.55,9623.9,9634.55
2011-10-19,9854.4,9854.4,9834.5,9839.9
2011-10-20,9745.25,9746.5,9742.65,9743.85
2011-10-21,9700.6,9701.9,9695.2,9701.9
2011-10-24,9644.7,9646.5,9640.05,9644.25
2011-10-25,9561.05,9568.15,9555,9556.05
2011-10-28,9921.95,9921.95,9911.1,9911.1
2011-10-31,9993.3,9995.05,9988.55,9991.7
2011-11-01,9809.2,9809.2,9795.55,9801.4
2011-11-02,9763,9763,9759.3,9761.3
2011-11-03,9787.35,9797.45,9787.35,9795.05
2011-11-04,9839.25,9841.15,9833,9840.15
2011-11-08,9846.1,9848.15,9844.2,9844.35
2011-11-09,9571.8,9574.15,9567.6,9570.05
2011-11-11,9299.05,9306.2,9296.75,9301.45
2011-11-14,9257.35,9262.8,9254.3,9256.35
2011-11-15,9073.9,9076.3,9062.4,9062.4
2011-11-16,9135.65,9145.65,9135.65,9143.1
2011-11-17,8908.55,8910.1,8899.65,8899.65
2011-11-18,8866.95,8872.65,8865.6,8871.6
2011-11-21,8544.8,8557.8,8543.05,8557.8
2011-11-22,8608.65,8610.05,8604.85,8607.55
2011-11-23,8407.9,8414.5,8401.5,8402
2011-11-24,8470.9,8490.15,8468.95,8488.05
2011-11-25,8502.05,8502.05,8482.95,8483.55
2011-11-28,8803.2,8809.95,8800.3,8805.75
2011-11-29,8618.3,8618.3,8606.45,8607.4
2011-11-30,8586.65,8603,8586.65,8600.2
2011-12-01,8892.5,8896.3,8881.1,8881.1
2011-12-02,9194.4,9200.1,9192.05,9200.1
2011-12-05,9195.15,9202.85,9195.15,9202.15
2011-12-07,9138.6,9138.7,9133.55,9138.05
2011-12-08,8905.45,8906.65,8900.25,8900.25
2011-12-09,8828.75,8833.4,8828.75,8832
2011-12-12,8513.25,8516.3,8504.45,8507.85
2011-12-13,8635.75,8638.35,8631.75,8631.75
2011-12-14,8549.55,8551.75,8543.45,8543.45
2011-12-15,8453.75,8460.35,8453.5,8455.85
2011-12-16,8133.65,8148.05,8127.2,8133.05
2011-12-19,7896.55,7898.05,7890.95,7892
2011-12-20,7808.45,7808.45,7801.7,7803.75
2011-12-21,8233.15,8235.65,8225.2,8235.65
2011-12-22,8363.8,8366.5,8362.25,8364.95
2011-12-23,8297.4,8297.4,8293.2,8297.25
2011-12-26,8363.15,8365.45,8363.15,8364.05
2011-12-27,8277.85,8277.85,8267.85,8267.85
2011-12-28,8106.95,8108.2,8098,8101.5
2011-12-29,7990.95,7994.55,7986.75,7992.3
2011-12-30,7955.3,7956.9,7952.55,7954.75
2012-01-02,7999,8000.95,7995.65,7997.95
2012-01-03,8333.05,8333.05,8329.85,8329.95
2012-01-04,8393.55,8398.7,8392.75,8392.75
2012-01-05,8454.7,8459.2,8453.65,8459.2
2012-01-06,8498.6,8505.85,8498.6,8501.35
2012-01-07,8452.8,8452.8,8452.8,8452.8
2012-01-09,8482.2,8488.3,8482.2,8483.1
2012-01-10,8743.95,8747.55,8743.3,8747.55
2012-01-11,8856.75,8858.95,8850.05,8850.8
2012-01-12,8952.1,8964.4,8952.1,8964.4
2012-01-13,8992.8,8992.8,8975.25,8985.3
2012-01-16,8964.15,8967.95,8963.05,8963.05
2012-01-17,9051.25,9052.5,9047.3,9047.55
2012-01-18,9013.15,9017.65,8997.75,9006.6
2012-01-19,9191.1,9201.35,9191.1,9200.75
2012-01-20,9516.5,9535.35,9516.5,9526.9
2012-01-23,9513.65,9514.9,9509.05,9513.85
2012-01-24,9796.1,9796.1,9783.85,9787.2
2012-01-25,9827.9,9831.4,9825,9826.35
2012-01-27,9815.15,9815.15,9808.5,9808.5
2012-01-30,9523.75,9523.75,9516.45,9519.8
2012-01-31,9927.9,9931.15,9924.9,9931.15
2012-02-01,9958.15,9958.15,9945.15,9947.35
2012-02-02,9980.5,9981.15,9969.9,9975.5
2012-02-03,10131.65,10134.2,10126.75,10126.75
2012-02-06,10279.1,10282.95,10260.75,10267.5
2012-02-07,10332.5,10337.5,10332.3,10333.05
2012-02-08,10322.75,10322.9,10319.1,10321.5
2012-02-09,10533.25,10545.8,10533.25,10545.8
2012-02-10,10413.15,10417.6,10411.6,10414.55
2012-02-13,10458.75,10459.6,10453.75,10459.6
2012-02-14,10569.2,10572.2,10569.2,10570.35
2012-02-15,10933.6,10933.6,10920.1,10920.1
2012-02-16,10917.85,10920.25,10912.55,10916
2012-02-17,11115.7,11115.7,11099.5,11100.65
2012-02-21,11155.25,11163.75,11155.25,11160.95
2012-02-22,10744.45,10744.65,10734.05,10736.8
2012-02-23,10705.15,10708,10694.5,10694.7
2012-02-24,10507,10511.7,10498.15,10498.15
2012-02-27,10085.65,10085.9,10080.15,10080.65
2012-02-28,10475.8,10479.35,10472.75,10478.7
2012-02-29,10426.45,10429.85,10419.05,10426.25
2012-03-01,10253.05,10253.05,10233.6,10246.4
2012-03-02,10427.05,10427.05,10418.15,10419.65
2012-03-03,10450.25,10450.25,10450.25,10450.25
2012-03-05,10178.55,10182.75,10175.65,10182.75
2012-03-06,10028.05,10029.05,10020.45,10025.7
2012-03-07,10135.4,10154.45,10135.4,10154.45
2012-03-09,10522.85,10526.35,10520.85,10526.35
2012-03-12,10613.25,10618.7,10613.25,10616.05
2012-03-13,10685.25,10687.8,10683.65,10683.65
2012-03-14,10906.7,10911.5,10906.7,10911.5
2012-03-15,10589.65,10590.7,10584.25,10584.95
2012-03-16,10359.4,10360.2,10348.05,10348.05
2012-03-19,10187.55,10187.7,10183.45,10187.15
2012-03-20,10268.5,10268.5,10259.7,10263.3
2012-03-21,10561,10562.05,10550.95,10554.7
2012-03-22,10137.3,10143.9,10135.85,10136.8
2012-03-23,10330.05,10337.6,10316.9,10319.15
2012-03-26,10038.45,10046.2,10036.8,10045.85
2012-03-27,10185.05,10190.7,10173.4,10187.35
2012-03-28,9955.35,9961.5,9950.1,9950.1
2012-03-29,9952.25,9967.25,9945.75,9946.65
2012-03-30,10187.35,10190.9,10181.55,10184.1
2012-04-02,10312,10312,10307.4,10307.4
2012-04-03,10426.65,10426.65,10417.35,10423.9
2012-04-04,10361.5,10371.85,10361.5,10371.85
2012-04-09,10123.4,10124.5,10118.4,10121.45
2012-04-10,10197.85,10198.65,10193,10198.65
2012-04-11,10244.2,10245.65,10242.75,10242.75
2012-04-12,10387,10395.25,10380,10395.25
2012-04-13,10283,10286.55,10279.1,10285.9
2012-04-16,10443.2,10447.95,10441.8,10447.85
2012-04-17,10522.05,10522.45,10517.05,10519.4
2012-04-18,10480.05,10489.35,10479.9,10486.8
2012-04-19,10590.8,10594.9,10584.9,10589.45
2012-04-20,10448.5,10448.5,10441.7,10441.7
2012-04-23,10207.05,10214.3,10206.9,10212.8
2012-04-24,10217.1,10226.2,10214.5,10226.2
2012-04-25,10168.65,10173.75,10165.9,10165.9
2012-04-26,10136.7,10139.3,10130.5,10133.65
2012-04-27,10139.95,10139.95,10123.5,10123.5
2012-04-28,10212.65,10212.65,10212.65,10212.65
2012-04-30,10273.65,10274.15,10270.1,10273.35
2012-05-02,10288.9,10288.9,10278.45,10278.45
2012-05-03,10131.15,10138.65,10128.9,10138.65
2012-05-04,9778.75,9780,9772.35,9772.5
2012-05-07,9899.8,9904.25,9898.75,9902.3
2012-05-08,9529.35,9540.05,9526.65,9535.85
2012-05-09,9397.8,9403.45,9396.55,9399.1
2012-05-10,9441.1,9448.75,9435.95,9448.75
2012-05-11,9388.9,9393.2,9386.85,9390.8
2012-05-14,9236.65,9241.85,9236.55,9238.7
2012-05-15,9310.85,9312.25,9310,9312.25
2012-05-16,9168.05,9173.85,9162.4,9165.65
2012-05-17,9150.5,9151.5,9139.05,9140.95
2012-05-18,9357.6,9364.7,9356.65,9356.65
2012-05-21,9382.75,9382.75,9377.35,9377.35
2012-05-22,9268.35,9268.35,9259.45,9262.2
2012-05-23,9217.85,9219.6,9202.4,9207.55
2012-05-24,9455.65,9462.7,9455.65,9461.55
2012-05-25,9474.35,9480.15,9474.35,9475.7
2012-05-28,9714.9,9716.5,9711.95,9715.3
2012-05-29,9698.45,9703.35,9697.5,9699.75
2012-05-30,9529.45,9529.45,9520.9,9523.5
2012-05-31,9439.4,9454.4,9438.7,9454.4
2012-06-01,9259.3,9264.8,9257.15,9262.2
2012-06-04,9392.9,9396.95,9392.9,9396.5
2012-06-05,9458.7,9465.8,9458.65,9465.75
2012-06-06,9725.9,9735.95,9725.9,9734.25
2012-06-07,9957.85,9974.7,9957.4,9974.7
2012-06-08,10030.5,10030.5,10024.25,10026.65
2012-06-11,9940.9,9950.7,9940.9,9947.85
2012-06-12,10136.85,10137.65,10132,10132.9
2012-06-13,10124.45,10127.7,10123.05,10126
2012-06-14,9821.65,9823.05,9813.65,9818
2012-06-15,10050.85,10050.85,10042.4,10042.4
2012-06-18,9750.95,9754.25,9748.4,9753.25
2012-06-19,9800.75,9802.05,9793.2,9795.05
2012-06-20,9850.45,9852.8,9848.5,9850.85
2012-06-21,10036.65,10040.65,10029.05,10029.05
2012-06-22,10036.95,10040.5,10036.4,10038.4
2012-06-25,9900,9907.8,9892.8,9892.8
2012-06-26,9983.25,9991.25,9980,9991.25
2012-06-27,10014.1,10014.1,10006.35,10008.35
2012-06-28,9970.9,9971.4,9957.55,9957.55
2012-06-29,10314.75,10314.75,10295.25,10300.5
2012-07-02,10394.65,10402.1,10394.65,10401.4
2012-07-03,10462.2,10464.6,10457.25,10463.15
2012-07-04,10520.3,10522.1,10519.3,10521.4
2012-07-05,10641.5,10647.5,10638.55,10647.4
